id,as,lsg,oldstat,func,rel,assn,drink,status,howknow,cucard,survey,change,why,time,shift,shtime,fam,knnosw,nosw,inc,usenow,nowsw,x,y,distneares,distcw,distpw,cw50,cw100,cw150,pw50,pw100,pw150,ed,pw,cw,shifted,c50,c50to100,c100to150,p50,p50to100,p100to150,switch,as1to2,as2to3,as3to4,nearest,ed4,safeswitch,safemislab,safenolabe,switchfunc,arsenic,newstat,as4to965,lon,lat
4748,16,1,0,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,259503.0469,2634952,15.57699966,213.6109924,15.57699966,0,0,0,3,16,22,0,0,0,0,0,0,0,1,3,2,noswitch,0,0,0,0to50,none,0,1,0,NA,0to50,safe,0,90.63638884,23.80390231
4749,7,1,0,1,1,0,23,1,1,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,259477.9688,2634956.75,2.64199996,188.6349945,2.64199996,0,0,0,5,15,22,5,0,0,0,0,0,0,1,2,2,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.63616288,23.80394169
4750,12,1,0,1,1,1,23,1,1,0,0,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,259449.5469,2634974,7.418000221,161.8059998,7.418000221,0,0,0,8,16,22,5,0,0,0,0,0,0,2,2,2,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.63590679,23.80408471
4751,10,0,1,1,1,1,23,1,1,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,259425.6094,2634965,7.897999763,136.9250031,7.897999763,0,0,1,7,14,21,0,0,0,0,0,0,1,2,2,2,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.6356911,23.80401011
4752,14,0,0,1,1,0,23,1,1,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,259423.7344,2634954.25,6.224999905,134.3359985,6.224999905,0,0,1,7,13,20,9,0,0,0,0,0,1,2,2,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.6356742,23.80392099
4753,12,2,2,1,1,1,2,0,3,0,1,pw,1,13,NA,NA,NA,NA,NA,NA,,NA,259428.4531,2634973,7.227000237,140.7890015,7.227000237,0,0,1,8,14,21,0,1,0,0,0,0,1,2,2,2,switch,0,0,0,0to50,none,1,0,1,1,0to50,safe,0,90.63571673,23.80407643
4754,36,0,2,1,1,0,23,1,1,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,259401.3438,2635017.75,7.234000206,130.4349976,7.234000206,0,0,1,4,12,24,0,0,0,0,0,0,1,1,2,3,noswitch,0,0,0,0to50,none,0,0,1,NA,0to50,safe,0,90.63547247,23.80444744
4755,5,0,0,1,1,0,23,1,1,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,259403.4375,2635011.25,0.579999983,129.1600037,0.579999983,0,0,1,4,12,24,9,0,0,0,0,0,1,1,2,3,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.63549134,23.80439355
4756,17,0,1,0,1,0,0,1,1,0,0,pw,1,12,NA,NA,NA,NA,NA,NA,,NA,259437.2656,2635001.5,6.162000179,156.2810059,6.162000179,0,0,0,8,19,24,3,1,0,0,0,0,0,2,3,1,switch,0,0,0,0to50,1to5,1,1,1,0,0to50,safe,0,90.63579614,23.8043127
4757,11,0,0,1,1,1,23,1,1,0,0,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,259435.0313,2634949,6.602000237,145.5980072,6.602000237,0,0,1,8,13,20,6,0,0,0,0,0,1,2,1,2,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.63577599,23.80387746
4758,10,1,0,1,1,0,23,1,1,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,259468.2031,2635023.5,7.565999985,193.0039978,7.565999985,0,0,0,5,21,27,5,0,0,0,0,0,0,1,4,2,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.63607491,23.80449508
4759,65,1,12,1,1,0,0,0,1,0,0,pw,1,25,NA,NA,NA,NA,NA,NA,,NA,259448,2635034,28.33200073,179.1640015,28.33200073,0,0,0,3,20,27,5,1,0,0,0,0,0,1,4,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.63589287,23.80458214
4760,5,0,3,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,259484.0469,2635035.5,12.79699993,212.298996,12.79699993,0,0,0,6,21,29,5,0,0,0,0,0,0,2,3,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.63621767,23.80459456
4761,8,2,0,1,1,0,23,1,3,1,1,pw,1,26,NA,NA,NA,NA,NA,NA,,NA,259503.125,2635018.25,9.48900032,224.1069946,9.48900032,0,0,0,7,19,27,0,1,0,0,0,0,0,2,3,2,switch,0,0,0,0to50,none,1,1,0,1,0to50,safe,0,90.63638957,23.80445155
4762,10,2,3,1,1,1,23,1,2,1,1,pw,1,18,NA,NA,NA,NA,NA,NA,,NA,259513.9375,2635034.75,13.43000031,239.7570038,13.43000031,0,0,0,8,17,27,0,1,0,0,0,0,0,2,2,2,switch,0,0,0,0to50,none,1,1,1,1,0to50,safe,0,90.636487,23.80458833
4763,5,0,2,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,259536.7813,2635019,17.12599945,256.5920105,17.12599945,0,0,0,6,13,26,8,0,0,0,0,0,0,2,2,3,noswitch,0,0,0,0to50,6to10,0,0,1,NA,0to50,safe,0,90.63669282,23.80445775
4764,5,0,3,1,1,0,23,1,2,1,1,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,259504.7031,2635051.5,7.352000237,237.7550049,7.352000237,0,0,0,9,16,28,0,0,0,0,0,0,0,2,2,3,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.6364038,23.8047272
4765,5,0,13,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,259502.4063,2635046.75,3.242000103,233.6840057,3.242000103,0,0,0,8,19,28,9,0,0,0,0,0,0,2,3,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.6363831,23.80468782
4766,5,1,13,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,259517.2031,2635047.75,6.269999981,247.5809937,6.269999981,0,0,0,9,17,28,5,0,0,0,0,0,0,2,2,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.63651643,23.80469611
4767,5,0,3,1,1,0,23,1,2,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,259523.7969,2635056,10.20400047,256.9089966,10.20400047,0,0,0,9,15,27,0,0,0,0,0,0,0,2,2,3,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.63657584,23.8047645
4768,5,0,3,1,1,0,23,1,2,1,1,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,259524.8906,2635060.5,7.646999836,259.8200073,7.646999836,0,0,0,9,15,27,5,0,0,0,0,0,0,2,2,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.6365857,23.80480181
4769,5,0,3,1,1,1,23,1,2,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,259506.2344,2635082.5,23.96999931,253.6929932,23.96999931,0,0,0,7,15,25,5,0,0,0,0,0,0,2,2,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.63641761,23.8049842
4770,5,1,3,1,1,1,23,1,2,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,259542.9531,2635124.5,1.605999947,307.3739929,1.605999947,0,0,0,5,14,17,5,0,0,0,0,0,0,1,2,1,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.63674847,23.80533238
4771,5,1,13,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,259548.6875,2635142,18.71500015,322.269989,18.71500015,0,0,0,4,11,17,7,0,0,0,0,0,0,1,2,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.63680015,23.80547746
4772,5,0,3,1,1,0,23,1,2,1,1,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,259560.2031,2635119.25,5.356999874,318.9259949,5.356999874,0,0,0,4,14,17,5,0,0,0,0,0,0,1,2,1,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.6369039,23.80528885
4773,19,0,2,1,1,0,0,0,2,0,0,pw,1,12,NA,NA,NA,NA,NA,NA,,7,259507.7344,2635132.25,7.076000214,283.9599915,7.076000214,0,0,0,4,14,17,10,1,0,0,0,0,0,1,2,1,switch,0,0,0,0to50,6to10,1,0,1,1,0to50,safe,0,90.63643114,23.80539665
4774,5,0,3,1,1,0,23,1,2,0,0,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,259505.9844,2635149.25,10.96000004,293.8380127,10.96000004,0,0,0,5,11,18,10,0,0,0,0,0,0,1,2,2,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.63641538,23.80553758
4775,21,3,0,0,2,0,0,0,NA,0,0,cworpw,NA,NA,NA,NA,NA,NA,NA,NA,,NA,259491.875,2635179.5,4.245999813,305.4760132,4.245999813,0,0,0,3,8,15,10,NA,NA,0,0,0,0,1,1,2,switch,0,0,0,0to50,6to10,1,1,0,0,0to50,safe,0,90.63628826,23.80578837
4776,46,0,3,1,1,1,2,1,2,0,0,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,259495.5156,2635214.75,30.16600037,334.8959961,30.16600037,0,0,0,2,5,10,5,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.63632107,23.8060806
4777,10,3,3,0,1,0,0,1,2,0,0,pw,1,12,NA,NA,NA,NA,NA,NA,,NA,259498.6719,2635200,16.88199997,325.4979858,16.88199997,0,0,0,2,7,12,6,1,0,0,0,0,0,1,1,1,switch,0,0,0,0to50,6to10,1,1,1,0,0to50,safe,0,90.63634951,23.80595832
4778,5,0,13,0,1,0,23,1,12,1,1,cworpw,NA,NA,NA,NA,0,NA,NA,NA,,NA,256128.6406,2634537.25,12.29199982,1772.168945,12.29199982,0,0,0,7,13,25,5,0,0,0,0,0,0,2,2,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.60598388,23.80046493
4779,5,0,3,1,2,0,23,1,12,0,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,256157.7031,2634548,9.520999908,1761.057983,9.520999908,0,0,0,6,10,23,4,0,0,0,0,0,0,2,1,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.60624575,23.80055405
4780,57,1,2,1,3,0,0,0,12,1,1,pw,1,24,NA,NA,NA,NA,NA,NA,,NA,257111.8594,2629427,17.84799957,357.7690125,17.84799957,0,0,0,5,15,27,10,1,0,0,0,0,0,1,2,3,switch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.61484124,23.75809031
4781,5,2,0,0,1,0,0,1,12,0,0,cworpw,NA,NA,3,16,NA,NA,NA,NA,,NA,256748.4063,2634288,3.763999939,1209.792969,3.763999939,0,0,0,4,5,6,7,NA,NA,0,0,0,0,1,1,1,switch,0,0,0,0to50,6to10,1,1,0,0,0to50,safe,0,90.61156814,23.79839826
4782,9,0,3,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,256707.7031,2634313.25,0.601999998,1251.284058,0.601999998,0,0,0,4,6,10,3,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.61120139,23.79860762
4783,5,0,3,1,1,0,23,1,2,0,0,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,258244.8906,2633503.25,14.39700031,440.9070129,14.39700031,0,0,0,3,17,28,0,0,0,0,0,0,0,1,3,3,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.6250518,23.7918914
4784,5,0,3,1,1,0,23,1,2,0,0,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,258248.1094,2633492,23.41300011,430.8999939,23.41300011,0,0,0,4,16,27,5,0,0,0,0,0,0,1,3,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.6250808,23.79179813
4785,5,2,3,1,1,1,23,1,2,0,0,dugnew,NA,NA,NA,NA,NA,NA,NA,NA,,NA,258245.0625,2633503.25,14.55599976,440.9450073,14.55599976,0,0,0,3,17,28,8,NA,NA,1,0,0,0,1,3,3,switch,0,0,0,0to50,6to10,1,1,1,1,0to50,safe,0,90.62505335,23.7918914
4786,5,1,3,1,1,0,23,1,2,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,258232.1094,2633501,7.638000011,435.894989,7.638000011,0,0,0,2,14,24,5,0,0,0,0,0,0,1,3,2,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62493664,23.79187275
4787,9,0,3,1,1,0,23,1,2,0,0,no,NA,NA,NA,NA,1,NA,NA,NA,,NA,258182.5156,2633492,8.562000275,419.0339966,8.562000275,0,0,0,2,6,18,4,0,0,0,0,0,0,1,1,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62448977,23.79179815
4788,34,2,13,1,1,0,23,1,2,1,1,dugnew,NA,8,NA,NA,NA,NA,NA,NA,,NA,258169.5469,2633488.5,15.91699982,414.6239929,15.91699982,0,0,0,2,6,14,0,NA,NA,1,0,0,0,1,1,2,switch,0,0,0,0to50,none,1,1,1,1,0to50,safe,0,90.62437292,23.79176913
4789,87,2,2,1,1,0,23,0,2,1,1,dugnew,NA,12,NA,NA,NA,NA,NA,NA,,NA,258113.3281,2633449.75,83.71900177,375.7080078,83.71900177,0,0,0,0,3,12,5,NA,NA,1,0,0,0,0,1,2,switch,0,0,0,50to100,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62386635,23.79144787
4790,98,2,3,1,1,1,23,1,2,0,0,pw,1,6,NA,NA,NA,NA,NA,NA,,NA,258211.9688,2633525.5,24.38899994,456.2739868,24.38899994,0,0,0,5,12,22,5,1,0,0,0,0,0,1,2,2,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62475517,23.79207589
4791,52,2,2,1,1,0,0,0,2,0,0,dugnew,NA,12,NA,NA,NA,NA,NA,NA,,NA,258216.2969,2633531,22.97599983,462.3720093,22.97599983,0,0,0,5,15,23,0,NA,NA,1,0,0,0,1,2,2,switch,0,0,0,0to50,none,NA,NA,NA,NA,51to150,unsafe,0,90.62479417,23.79212149
4792,34,0,3,1,1,0,23,1,2,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258233.2188,2633546.5,28.71699905,480.5840149,28.71699905,0,0,0,4,18,31,5,0,0,0,0,0,0,1,3,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62494665,23.79225
4793,38,2,0,0,1,1,0,1,2,0,0,cworpw,NA,NA,3,12,NA,NA,NA,NA,,NA,258198.4531,2633551,6.987999916,479.6530151,6.987999916,0,0,0,3,8,21,8,NA,NA,0,0,0,0,1,1,3,switch,0,0,0,0to50,6to10,1,1,0,0,0to50,safe,0,90.6246334,23.79228732
4794,5,0,3,1,1,1,23,1,2,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258177.625,2633545.25,11.14900017,471.6359863,11.14900017,0,0,0,4,6,21,8,0,0,0,0,0,0,1,1,3,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.62444573,23.79223966
4795,9,1,0,1,1,0,23,1,1,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,NA,258111.0625,2633619.5,20.16600037,545.1060181,20.16600037,0,0,0,1,5,10,10,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.623846,23.7928553
4796,5,0,0,1,1,0,23,1,1,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258115.7656,2633636.75,11.66100025,562.1439819,11.66100025,0,0,0,2,4,9,4,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.62388838,23.79299832
4797,58,2,0,1,1,0,0,0,1,0,0,pw,1,17,NA,NA,NA,NA,NA,NA,,NA,258130.3281,2633633.75,4.006000042,558.6989746,4.006000042,0,0,0,1,5,10,8,1,0,0,0,0,0,1,1,1,switch,0,0,0,0to50,6to10,NA,NA,NA,NA,51to150,unsafe,0,90.62401959,23.79297344
4798,59,0,0,1,1,0,0,0,12,1,1,pw,1,18,NA,NA,NA,NA,NA,NA,,NA,258079.0625,2633646.25,28.4489994,574.5059814,28.4489994,0,0,0,4,4,8,4,1,0,0,0,0,0,1,0,1,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62355767,23.7930771
4799,23,0,2,1,1,0,23,1,1,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258057.2344,2633662.5,4.659999847,593.1199951,4.659999847,0,0,0,2,4,6,7,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,6to10,0,0,1,NA,0to50,safe,0,90.623361,23.79321183
4800,34,0,1,1,1,0,23,1,1,0,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258048.2969,2633667,10.8409996,598.9550171,10.8409996,0,0,0,2,4,6,14,0,0,0,0,0,0,1,1,1,noswitch,0,0,0,0to50,over10,0,1,1,NA,0to50,safe,0,90.62328047,23.79324915
4801,5,0,0,1,1,0,23,1,1,0,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258150.5,2629816.5,3.295000076,758.0960083,3.295000076,0,0,0,7,32,49,6,0,0,0,0,0,0,2,5,4,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.62419997,23.7613202
4802,31,0,1,1,1,0,23,1,1,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258155.8438,2629821.5,10.63300037,751.6619873,10.63300037,0,0,0,11,32,50,0,0,0,0,0,0,0,3,5,4,noswitch,0,0,0,0to50,none,0,1,1,NA,0to50,safe,0,90.62424812,23.76136166
4803,26,0,2,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258122.0156,2629851.25,9.479000092,734.2659912,9.479000092,0,0,0,8,26,45,7,0,0,0,0,0,0,2,4,4,noswitch,0,0,0,0to50,6to10,0,0,1,NA,0to50,safe,0,90.62394332,23.76160839
4804,153,0,0,1,1,0,0,0,12,1,1,pw,1,18,NA,NA,NA,NA,NA,NA,,NA,258137.1094,2629869.75,10.76399994,711.8259888,10.76399994,0,0,0,7,23,43,2,1,0,0,0,0,0,2,4,4,switch,1,0,0,0to50,1to5,NA,NA,NA,NA,151to250,unsafe,0,90.62407933,23.76176181
4805,38,0,2,1,2,0,23,1,1,1,1,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,258153.1719,2629854.25,20.42499924,721.2479858,20.42499924,0,0,0,12,27,47,4,0,0,0,0,0,0,3,3,4,noswitch,0,0,0,0to50,1to5,0,0,1,NA,0to50,safe,0,90.62422406,23.76163326
4806,43,0,0,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258171.8438,2629832.5,10.40299988,736.5650024,10.40299988,0,0,0,12,32,51,5,0,0,0,0,0,0,3,4,4,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.62439229,23.76145288
4807,29,0,0,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258177.2656,2629862.25,2.630000114,706.5859985,2.630000114,0,0,0,12,29,52,2,0,0,0,0,0,0,3,4,5,noswitch,0,0,0,0to50,1to5,0,1,0,NA,0to50,safe,0,90.62444115,23.7616996
4808,60,0,0,1,1,0,23,0,12,0,0,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,258189.7188,2629875.5,5.385000229,690.3969727,5.385000229,0,0,0,10,29,46,4,0,0,0,0,0,0,2,4,4,noswitch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62455337,23.76180948
4809,20,0,2,1,1,0,23,1,1,0,0,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258184.2188,2629881.75,9.480999947,685.9580078,9.480999947,0,0,0,10,28,44,5,0,0,0,0,0,0,2,4,4,noswitch,0,0,0,0to50,1to5,0,0,1,NA,0to50,safe,0,90.62450381,23.76186131
4810,33,2,0,0,3,0,0,0,1,1,1,cworpw,NA,NA,3,12,NA,NA,NA,NA,,NA,258199.3594,2629892.75,9.392999649,671.0750122,9.392999649,0,0,0,10,29,47,4,NA,NA,0,0,0,0,2,4,4,switch,0,0,0,0to50,1to5,1,1,0,0,0to50,safe,0,90.62464024,23.76195253
4811,31,2,0,1,1,0,23,2,NA,1,1,pw,1,13,NA,NA,NA,NA,NA,NA,,NA,258209.3281,2629899,15.4630003,662.4290161,15.4630003,0,0,0,9,27,46,4,1,0,0,0,0,0,2,4,4,switch,0,0,0,0to50,1to5,1,1,0,1,0to50,safe,0,90.62473006,23.76200436
4812,36,0,1,1,1,1,23,1,1,1,1,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,258194.6406,2629864,7.395999908,700.2249756,7.395999908,0,0,0,12,30,51,5,0,0,0,0,0,0,3,4,5,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62459771,23.76171411
4813,44,0,2,1,1,1,23,1,1,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258191.9063,2629842.75,4.686999798,721.40802,4.686999798,0,0,0,12,33,52,2,0,0,0,0,0,0,3,5,4,noswitch,0,0,0,0to50,1to5,0,0,1,NA,0to50,safe,0,90.62457306,23.76153788
4814,17,1,0,1,1,1,23,1,1,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258187.9688,2629841.5,8.727000237,723.6049805,8.727000237,0,0,0,14,31,52,7,0,0,0,0,0,0,3,4,5,noswitch,0,0,0,0to50,6to10,0,1,0,NA,0to50,safe,0,90.62453759,23.76152751
4815,23,0,3,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,3,NA,NA,NA,,NA,258218.8125,2629896.5,8.963999748,662.5980225,8.963999748,0,0,0,8,28,48,6,0,0,0,0,0,0,2,4,4,noswitch,0,0,0,0to50,6to10,0,1,1,NA,0to50,safe,0,90.62481552,23.76198363
4816,28,1,3,1,1,1,23,1,12,0,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258224.7656,2629907,0.875,651.065979,0.875,0,0,0,8,27,45,5,0,0,0,0,0,0,2,4,4,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62486916,23.7620707
4817,39,2,0,1,2,1,23,2,NA,1,1,pw,1,18,NA,NA,NA,NA,NA,NA,,NA,258244.3281,2629918,10.70100021,635.9219971,10.70100021,0,0,0,5,25,47,5,1,0,0,0,0,0,1,4,5,switch,0,0,0,0to50,1to5,1,1,0,1,0to50,safe,0,90.62504543,23.76216192
4818,33,0,1,1,1,1,23,1,1,1,1,no,NA,NA,NA,NA,2,NA,NA,NA,,NA,258230.5156,2629875.5,16.20599937,680.4849854,16.20599937,0,0,0,13,29,47,1,0,0,0,0,0,0,3,4,4,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62492096,23.76180947
4819,50,0,1,1,1,0,23,1,12,0,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258252.375,2629922.5,6.618000031,630.0910034,6.618000031,0,0,0,5,23,45,2,0,0,0,0,0,0,1,4,5,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62511794,23.76219924
4820,69,0,0,1,1,0,23,1,1,0,1,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,258283.375,2629925.75,25.07699966,621.4400024,25.07699966,0,0,0,6,23,44,3,0,0,0,0,0,0,2,4,5,noswitch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62539727,23.76222618
4821,68,0,3,1,1,0,23,1,2,1,1,no,NA,NA,NA,NA,NA,NA,NA,NA,,8,258285.8594,2629921.75,21.8560009,624.9539795,21.8560009,0,0,0,6,23,43,4,0,0,0,0,0,0,2,4,4,noswitch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62541965,23.76219301
4822,93,0,2,1,1,0,0,0,1,1,1,pw,1,18,NA,NA,NA,NA,NA,NA,,NA,258303.4375,2629926.5,8.536000252,618.0079956,8.536000252,0,0,0,5,22,41,3,1,0,0,0,0,0,1,4,4,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62557804,23.76223239
4823,74,2,0,1,1,0,23,2,NA,1,1,pw,1,9,NA,NA,NA,NA,NA,NA,,NA,258312.9531,2629926,8.824000359,617.4940186,8.824000359,0,0,0,5,20,40,3,1,0,0,0,0,0,1,3,4,switch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62566378,23.76222824
4824,34,0,13,1,1,0,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258336.5156,2629932.75,6.480999947,608.7490234,6.480999947,0,0,0,4,15,35,4,0,0,0,0,0,0,1,3,4,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62587609,23.76228421
4825,72,0,2,1,1,0,23,0,12,0,1,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,258314.5,2629947.5,13.88899994,595.8660278,13.88899994,0,0,0,3,15,36,3,0,0,0,0,0,0,1,3,5,noswitch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62567772,23.76240654
4826,37,0,2,1,1,1,23,0,2,1,1,no,NA,NA,NA,NA,NA,1,NA,NA,,NA,258318.2969,2629951,10.92000008,592.059021,10.92000008,0,0,0,5,14,39,2,0,0,0,0,0,0,1,2,5,noswitch,0,0,0,0to50,1to5,0,0,1,NA,0to50,safe,0,90.62571194,23.76243557
4827,25,2,3,1,1,0,23,1,3,1,1,dugnew,NA,NA,NA,NA,0,NA,NA,NA,,NA,258329.3906,2629994.75,8.670999527,547.4630127,8.670999527,0,0,0,2,10,28,3,NA,NA,1,0,0,0,1,2,4,switch,0,0,0,0to50,1to5,1,1,1,1,0to50,safe,0,90.62581191,23.76279839
4828,62,2,2,1,1,1,23,1,3,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258286.25,2630047.5,36.39699936,500.7579956,36.39699936,0,0,0,2,10,24,4,0,0,0,0,0,0,1,2,3,noswitch,0,0,0,0to50,1to5,NA,NA,NA,NA,51to150,unsafe,0,90.62542322,23.76323586
4829,5,0,13,1,1,1,23,1,12,1,1,no,NA,NA,NA,NA,0,NA,NA,NA,,NA,258260.3438,2630053,10.98400021,500.7569885,10.98400021,0,0,0,1,10,25,3,0,0,0,0,0,0,1,2,3,noswitch,0,0,0,0to50,1to5,0,1,1,NA,0to50,safe,0,90.62518979,23.76328148
4830,5,2,0,1,1,1,23,1,3,1,1,pw,1,4,NA,NA,NA,NA,NA,NA,,NA,258222.8594,2630129.5,7.897999763,438.276001,7.897999763,0,0,0,6,17,34,7,1,0,0,0,0,0,2,3,4,switch,0,0,0,0to50,6to10,1,1,0,1,0to50,safe,0,90.62485207,23.76391591
