idno,psu,dweight,stratval,gvjbevn,gvhlthc,gvslvol,gvslvue,gvcldcr,gvpdlwk,sbprvpv,sbeqsoc,sbcwkfm
121612,216,1.0307, Bucks and Beds  ,5,9,9,6,4,10,2,2,2
121614,216,0.5153, Bucks and Beds  ,0,5,NA,NA,NA,8,4,2,2
121616,216,1.0307, Bucks and Beds  ,4,8,8,7,8,7,2,3,2
121619,216,1.0307, Bucks and Beds  ,6,8,8,5,7,8,2,3,2
121701,217,1.0307, Bucks and Beds  ,3,10,10,7,6,6,2,2,2
121703,217,1.0307, Bucks and Beds  ,7,10,8,4,4,7,NA,2,3
121706,217,1.0307, Bucks and Beds  ,7,9,5,5,5,6,3,3,3
121707,217,1.0307, Bucks and Beds  ,10,6,10,6,6,7,3,3,3
121708,217,1.0307, Bucks and Beds  ,5,8,9,4,8,8,3,4,2
121710,217,0.5153, Bucks and Beds  ,10,10,10,10,10,6,3,3,3
121712,217,0.5153, Bucks and Beds  ,4,8,8,5,4,4,4,4,2
121713,217,0.5153, Bucks and Beds  ,5,9,10,9,5,8,3,2,2
121714,217,1.0307, Bucks and Beds  ,5,10,5,6,6,6,2,2,3
121716,217,1.0307, Bucks and Beds  ,5,10,10,4,7,9,3,4,2
121719,217,1.0307, Bucks and Beds  ,7,10,10,8,8,9,2,2,2
121720,217,1.546, Bucks and Beds  ,5,8,9,7,9,7,2,2,2
121801,218,1.546, Bucks and Beds  ,7,7,8,7,9,9,2,2,2
121804,218,0.5153, Bucks and Beds  ,2,10,10,2,10,3,2,2,2
121805,218,1.0307, Bucks and Beds  ,10,9,9,5,7,9,3,2,2
121806,218,0.5153, Bucks and Beds  ,10,10,10,8,8,7,3,2,2
121807,218,1.0307, Bucks and Beds  ,2,9,9,5,4,0,3,2,3
121809,218,1.0307, Bucks and Beds  ,8,10,10,7,7,7,2,3,2
121810,218,0.5153, Bucks and Beds  ,3,10,10,7,5,10,1,2,2
121814,218,0.5153, Bucks and Beds  ,5,8,7,6,7,6,2,3,2
121818,218,0.5153, Bucks and Beds  ,10,10,10,7,8,8,3,3,3
121819,218,0.5153, Bucks and Beds  ,8,10,10,10,10,10,2,2,2
121820,218,0.5153, Bucks and Beds  ,3,6,8,3,7,8,2,2,2
121903,219,1.0307, Bucks and Beds  ,3,10,7,1,5,7,4,4,3
121905,219,0.5153, Bucks and Beds  ,8,8,8,5,8,8,2,NA,2
121906,219,1.0307, Bucks and Beds  ,10,10,10,8,8,10,4,3,2
121908,219,1.546, Bucks and Beds  ,7,7,7,7,7,8,3,3,NA
121909,219,1.0307, Bucks and Beds  ,8,5,2,5,4,6,4,2,2
121910,219,0.5153, Bucks and Beds  ,1,10,10,7,8,8,2,2,2
121912,219,0.5153, Bucks and Beds  ,6,8,9,4,5,NA,3,4,4
121915,219,0.5153, Bucks and Beds  ,2,9,9,5,10,9,2,2,3
121916,219,1.0307, Bucks and Beds  ,7,8,8,5,7,7,2,4,3
121919,219,1.546, Bucks and Beds  ,6,8,8,5,3,5,2,4,2
122001,220,0.5153, Cambs and Northants  ,4,8,9,5,5,7,2,3,4
122002,220,1.0307, Cambs and Northants  ,0,10,10,10,0,10,2,2,3
122003,220,1.546, Cambs and Northants  ,0,10,9,5,3,7,3,4,2
122004,220,0.5153, Cambs and Northants  ,8,10,10,9,7,5,3,4,2
122005,220,0.5153, Cambs and Northants  ,2,10,10,5,7,0,2,4,3
122007,220,1.0307, Cambs and Northants  ,6,9,8,7,7,6,3,4,2
122009,220,1.0307, Cambs and Northants  ,6,9,9,9,2,8,2,3,2
122010,220,0.5153, Cambs and Northants  ,6,8,8,5,5,7,2,3,2
122011,220,1.0307, Cambs and Northants  ,8,10,10,4,8,8,4,4,2
122013,220,1.0307, Cambs and Northants  ,6,10,8,5,8,7,4,4,3
122014,220,0.5153, Cambs and Northants  ,8,10,10,3,10,7,3,4,2
122015,220,1.0307, Cambs and Northants  ,0,8,3,3,0,5,3,3,NA
122018,220,2.5767, Cambs and Northants  ,5,9,7,5,7,7,2,3,2
122020,220,0.5153, Cambs and Northants  ,3,7,7,3,3,7,2,4,2
122101,221,1.0307, Cambs and Northants  ,4,8,8,5,7,4,4,4,2
122102,221,0.5153, Cambs and Northants  ,8,9,10,5,5,7,4,2,2
122103,221,0.5153, Cambs and Northants  ,6,9,9,5,5,5,3,2,2
122104,221,2.5767, Cambs and Northants  ,6,5,8,5,5,1,NA,3,2
122105,221,1.0307, Cambs and Northants  ,3,6,7,5,6,3,3,4,2
122107,221,1.546, Cambs and Northants  ,5,8,9,6,8,7,2,3,3
122110,221,1.0307, Cambs and Northants  ,6,10,8,4,10,5,2,4,2
122112,221,1.0307, Cambs and Northants  ,5,8,8,5,7,6,3,3,3
122113,221,1.0307, Cambs and Northants  ,5,10,10,5,7,7,2,3,3
122115,221,0.5153, Cambs and Northants  ,10,10,10,10,10,10,2,2,2
122116,221,0.5153, Cambs and Northants  ,8,10,10,7,10,10,2,2,4
122117,221,1.0307, Cambs and Northants  ,8,8,8,8,6,8,4,2,3
122119,221,0.5153, Cambs and Northants  ,3,5,6,4,3,3,2,NA,2
122120,221,1.0307, Cambs and Northants  ,8,8,7,9,NA,5,2,3,2
122201,222,1.546, Cambs and Northants  ,5,9,9,3,9,9,3,1,4
122202,222,1.0307, Cambs and Northants  ,7,8,8,6,8,7,2,2,2
122203,222,0.5153, Cambs and Northants  ,10,8,8,6,6,7,3,2,2
122204,222,1.0307, Cambs and Northants  ,8,10,10,2,5,10,2,2,2
122205,222,0.5153, Cambs and Northants  ,6,9,8,4,9,9,2,3,2
122207,222,1.0307, Cambs and Northants  ,9,10,10,4,10,8,4,4,4
122209,222,1.0307, Cambs and Northants  ,1,4,8,2,10,5,4,2,1
122210,222,1.0307, Cambs and Northants  ,6,8,8,8,8,8,2,2,2
122212,222,1.0307, Cambs and Northants  ,7,8,8,5,8,8,2,3,2
122214,222,1.0307, Cambs and Northants  ,5,8,9,6,8,9,2,2,1
122216,222,1.0307, Cambs and Northants  ,6,9,8,6,6,6,3,3,3
122217,222,1.0307, Cambs and Northants  ,5,10,10,4,6,9,2,2,2
122218,222,0.5153, Cambs and Northants  ,6,7,8,7,5,7,4,2,2
122301,223,1.546, Cambs and Northants  ,9,10,9,7,7,6,2,4,5
122303,223,0.5153, Cambs and Northants  ,5,9,7,6,8,3,3,4,3
122305,223,1.0307, Cambs and Northants  ,3,8,8,5,6,7,2,4,4
122307,223,0.5153, Cambs and Northants  ,5,9,9,4,7,7,1,2,2
122308,223,1.0307, Cambs and Northants  ,1,8,8,6,5,6,4,4,2
122309,223,1.0307, Cambs and Northants  ,8,8,8,7,5,7,3,2,2
122310,223,0.5153, Cambs and Northants  ,2,7,9,7,7,6,2,2,2
122311,223,1.0307, Cambs and Northants  ,6,9,8,5,4,6,2,2,2
122312,223,1.0307, Cambs and Northants  ,3,6,6,3,3,4,3,3,3
122313,223,1.0307, Cambs and Northants  ,8,10,7,6,5,4,2,2,2
122314,223,0.5153, Cambs and Northants  ,9,9,9,8,8,8,2,2,2
122316,223,1.0307, Cambs and Northants  ,7,8,8,8,7,9,3,2,3
122317,223,1.0307, Cambs and Northants  ,10,10,10,3,3,8,1,2,2
122318,223,4, Cambs and Northants  ,9,10,10,9,10,10,3,2,2
122320,223,1.0307, Cambs and Northants  ,5,7,3,1,7,7,1,3,2
122401,224,0.5153, Cambs and Northants  ,8,10,8,6,8,9,2,2,2
122403,224,0.5153, Cambs and Northants  ,5,7,8,2,8,8,2,2,4
122406,224,1.0307, Cambs and Northants  ,3,9,8,4,9,8,2,4,2
122407,224,1.0307, Cambs and Northants  ,5,7,7,4,7,5,NA,4,2
122408,224,1.0307, Cambs and Northants  ,5,8,8,5,8,7,4,4,4
122409,224,0.5153, Cambs and Northants  ,7,8,9,7,7,7,2,1,2
122410,224,1.0307, Cambs and Northants  ,5,9,9,4,5,7,2,2,3
122411,224,0.5153, Cambs and Northants  ,8,8,10,3,7,8,4,4,2
122412,224,0.5153, Cambs and Northants  ,7,9,9,5,5,7,1,3,2
122413,224,1.0307, Cambs and Northants  ,7,9,9,9,8,7,4,3,2
122414,224,0.5153, Cambs and Northants  ,8,10,10,8,10,10,2,4,3
122415,224,1.0307, Cambs and Northants  ,7,7,8,6,5,5,2,2,2
122419,224,1.0307, Cambs and Northants  ,0,10,10,1,5,10,3,3,3
122420,224,1.0307, Cambs and Northants  ,8,10,6,7,9,3,4,4,2
122501,225,1.0307, Warwickshire and Hereford & Worcester  ,3,7,5,1,7,8,4,2,4
122502,225,1.0307, Warwickshire and Hereford & Worcester  ,8,10,8,6,8,8,2,2,2
122503,225,0.5153, Warwickshire and Hereford & Worcester  ,5,8,10,5,6,5,3,2,2
122504,225,1.0307, Warwickshire and Hereford & Worcester  ,7,8,8,6,4,6,2,3,2
122507,225,0.5153, Warwickshire and Hereford & Worcester  ,7,9,9,5,4,4,3,4,3
122510,225,0.5153, Warwickshire and Hereford & Worcester  ,5,9,9,4,3,5,2,3,2
122511,225,1.0307, Warwickshire and Hereford & Worcester  ,0,10,10,6,5,7,2,3,2
122512,225,1.0307, Warwickshire and Hereford & Worcester  ,0,7,6,2,4,7,2,3,2
122513,225,1.0307, Warwickshire and Hereford & Worcester  ,5,10,10,0,8,8,3,5,3
122514,225,1.0307, Warwickshire and Hereford & Worcester  ,3,8,9,8,5,6,2,2,2
122515,225,0.5153, Warwickshire and Hereford & Worcester  ,7,6,6,3,8,8,2,3,3
122518,225,1.546, Warwickshire and Hereford & Worcester  ,6,8,8,4,8,7,4,2,2
122519,225,0.5153, Warwickshire and Hereford & Worcester  ,3,8,10,8,7,9,3,2,2
122520,225,0.5153, Warwickshire and Hereford & Worcester  ,5,9,9,7,7,8,2,2,2
122602,226,0.5153, Warwickshire and Hereford & Worcester  ,8,10,10,8,10,9,2,3,2
122604,226,1.0307, Warwickshire and Hereford & Worcester  ,2,5,7,2,7,7,2,4,2
122605,226,1.0307, Warwickshire and Hereford & Worcester  ,3,8,8,4,6,7,2,2,2
122606,226,0.5153, Warwickshire and Hereford & Worcester  ,5,10,10,10,10,10,2,3,2
122609,226,1.0307, Warwickshire and Hereford & Worcester  ,7,10,9,4,6,7,4,4,4
122610,226,0.5153, Warwickshire and Hereford & Worcester  ,4,10,8,5,5,5,2,2,2
122611,226,1.0307, Warwickshire and Hereford & Worcester  ,8,10,8,7,7,7,2,4,2
122613,226,0.5153, Warwickshire and Hereford & Worcester  ,3,7,6,4,2,4,2,2,4
122615,226,0.5153, Warwickshire and Hereford & Worcester  ,3,7,7,4,5,5,3,2,2
122616,226,0.5153, Warwickshire and Hereford & Worcester  ,5,9,10,6,4,9,3,2,3
122617,226,2.5767, Warwickshire and Hereford & Worcester  ,6,10,10,5,6,10,3,3,3
122618,226,1.0307, Warwickshire and Hereford & Worcester  ,6,9,10,7,8,5,2,3,3
122619,226,1.0307, Warwickshire and Hereford & Worcester  ,2,7,7,4,6,0,3,2,2
122620,226,1.0307, Warwickshire and Hereford & Worcester  ,0,7,9,2,7,3,3,4,3
122702,227,1.546, Warwickshire and Hereford & Worcester  ,10,10,10,8,8,6,2,2,2
122704,227,0.5153, Warwickshire and Hereford & Worcester  ,8,10,10,6,6,8,2,3,2
122707,227,1.0307, Warwickshire and Hereford & Worcester  ,8,10,10,8,7,9,1,1,2
122711,227,0.5153, Warwickshire and Hereford & Worcester  ,1,10,5,5,3,4,2,5,2
122712,227,1.0307, Warwickshire and Hereford & Worcester  ,8,10,10,6,5,7,3,4,4
122714,227,1.0307, Warwickshire and Hereford & Worcester  ,10,10,10,8,8,10,3,2,2
122719,227,1.0307, Warwickshire and Hereford & Worcester  ,3,8,7,3,6,8,2,2,3
122720,227,1.0307, Warwickshire and Hereford & Worcester  ,8,10,10,8,8,10,2,3,3
122801,228,1.0307, Warwickshire and Hereford & Worcester  ,2,10,9,2,5,8,2,4,3
122803,228,1.0307, Warwickshire and Hereford & Worcester  ,6,9,9,5,8,8,3,2,2
122804,228,1.0307, Warwickshire and Hereford & Worcester  ,7,9,9,4,4,5,4,4,2
122805,228,2.0613, Warwickshire and Hereford & Worcester  ,4,5,6,5,6,7,2,2,2
122806,228,1.0307, Warwickshire and Hereford & Worcester  ,1,9,10,5,8,7,3,3,4
122807,228,0.5153, Warwickshire and Hereford & Worcester  ,3,9,8,6,9,1,2,2,3
122809,228,0.5153, Warwickshire and Hereford & Worcester  ,8,9,9,7,8,7,3,3,2
122811,228,0.5153, Warwickshire and Hereford & Worcester  ,8,9,9,7,6,7,3,4,2
122813,228,2.0613, Warwickshire and Hereford & Worcester  ,5,9,7,5,7,5,2,4,2
122814,228,0.5153, Warwickshire and Hereford & Worcester  ,5,8,8,5,9,8,3,4,4
122815,228,1.0307, Warwickshire and Hereford & Worcester  ,10,10,10,10,10,10,NA,NA,2
122817,228,1.0307, Warwickshire and Hereford & Worcester  ,8,10,10,8,8,8,3,3,4
122818,228,1.0307, Warwickshire and Hereford & Worcester  ,0,10,10,5,3,7,3,4,2
122902,229,1.0307, Warwickshire and Hereford & Worcester  ,5,10,8,8,7,8,2,3,2
122903,229,0.5153, Warwickshire and Hereford & Worcester  ,4,9,8,8,3,7,4,2,2
122904,229,0.5153, Warwickshire and Hereford & Worcester  ,7,10,9,5,7,5,2,2,2
122905,229,0.5153, Warwickshire and Hereford & Worcester  ,5,10,8,5,4,5,4,3,2
122906,229,0.5153, Warwickshire and Hereford & Worcester  ,5,8,8,5,8,5,2,2,4
122910,229,1.0307, Warwickshire and Hereford & Worcester  ,3,7,7,2,4,5,2,4,3
122913,229,1.0307, Warwickshire and Hereford & Worcester  ,3,9,9,9,6,9,3,3,3
122914,229,1.546, Warwickshire and Hereford & Worcester  ,7,9,9,7,8,8,2,2,2
122916,229,1.0307, Warwickshire and Hereford & Worcester  ,5,10,7,5,6,8,3,3,3
122918,229,1.0307, Warwickshire and Hereford & Worcester  ,1,10,8,6,4,5,4,NA,2
122919,229,1.0307, Warwickshire and Hereford & Worcester  ,3,9,9,4,5,9,2,4,3
122920,229,0.5153, Warwickshire and Hereford & Worcester  ,2,8,8,4,4,3,2,2,3
123001,230,1.0307, West Midlands metropolitan area  ,3,9,9,4,7,8,3,3,3
123004,230,1.546, West Midlands metropolitan area  ,4,8,9,7,8,8,1,1,2
123005,230,0.5153, West Midlands metropolitan area  ,10,10,10,10,10,10,3,2,3
123018,230,1.0307, West Midlands metropolitan area  ,6,8,8,2,7,6,4,4,2
123020,230,1.0307, West Midlands metropolitan area  ,2,9,9,4,3,9,2,4,4
123102,231,2.0613, West Midlands metropolitan area  ,8,10,8,6,7,8,2,2,2
123104,231,1.0307, West Midlands metropolitan area  ,0,10,8,4,7,5,2,3,2
123105,231,0.5153, West Midlands metropolitan area  ,5,3,8,5,5,10,4,2,2
123111,231,1.0307, West Midlands metropolitan area  ,5,8,8,5,7,5,2,2,3
123116,231,0.5153, West Midlands metropolitan area  ,7,10,10,7,7,7,4,2,1
123117,231,1.546, West Midlands metropolitan area  ,8,8,10,7,7,6,2,2,3
123120,231,1.0307, West Midlands metropolitan area  ,5,8,9,3,7,7,4,4,3
123202,232,1.0307, West Midlands metropolitan area  ,5,8,8,5,5,5,2,3,2
123203,232,1.0307, West Midlands metropolitan area  ,8,10,10,7,6,8,2,2,2
123205,232,1.0307, West Midlands metropolitan area  ,5,8,8,6,8,7,3,3,3
123206,232,1.0307, West Midlands metropolitan area  ,7,8,8,7,8,6,3,2,2
123208,232,0.5153, West Midlands metropolitan area  ,9,10,10,4,7,7,4,2,2
123209,232,0.5153, West Midlands metropolitan area  ,5,7,7,6,8,5,4,4,3
123213,232,0.5153, West Midlands metropolitan area  ,8,8,9,7,8,9,1,2,2
123215,232,0.5153, West Midlands metropolitan area  ,5,7,8,8,5,8,3,4,4
123219,232,1.546, West Midlands metropolitan area  ,6,6,5,5,6,8,4,4,4
123302,233,0.5153, West Midlands metropolitan area  ,7,10,10,8,9,10,3,3,3
123304,233,1.0307, West Midlands metropolitan area  ,3,7,8,3,7,8,2,2,2
123306,233,1.0307, West Midlands metropolitan area  ,8,8,10,8,8,5,4,4,2
123309,233,1.0307, West Midlands metropolitan area  ,7,8,7,7,6,6,3,2,3
123311,233,2.0613, West Midlands metropolitan area  ,8,9,9,5,8,8,3,3,3
123317,233,1.546, West Midlands metropolitan area  ,5,9,9,5,9,5,3,4,3
123401,234,1.0307, West Midlands metropolitan area  ,10,10,10,10,10,10,2,4,4
123402,234,2.0613, West Midlands metropolitan area  ,8,9,9,5,7,8,3,3,3
123403,234,1.0307, West Midlands metropolitan area  ,10,10,NA,NA,NA,NA,NA,NA,NA
123406,234,1.0307, West Midlands metropolitan area  ,7,7,7,3,7,7,2,3,2
123412,234,0.5153, West Midlands metropolitan area  ,0,10,10,8,5,7,NA,NA,NA
123415,234,0.5153, West Midlands metropolitan area  ,0,10,5,0,10,0,1,1,2
123416,234,1.0307, West Midlands metropolitan area  ,2,10,10,5,3,8,3,3,3
123418,234,1.0307, West Midlands metropolitan area  ,NA,7,9,8,8,8,2,2,2
123420,234,1.0307, West Midlands metropolitan area  ,4,6,8,7,10,10,2,3,4
123503,235,1.0307, West Midlands metropolitan area  ,10,10,10,5,7,8,1,4,2
123508,235,1.0307, West Midlands metropolitan area  ,8,10,9,4,NA,5,3,3,3
123511,235,1.0307, West Midlands metropolitan area  ,7,9,9,5,6,6,2,3,2
123512,235,1.0307, West Midlands metropolitan area  ,4,6,5,5,6,7,3,3,3
123515,235,0.5153, West Midlands metropolitan area  ,5,8,8,6,5,6,2,4,4
123517,235,2.5767, West Midlands metropolitan area  ,8,8,8,NA,NA,7,NA,NA,NA
123603,236,0.5153, West Midlands metropolitan area  ,8,7,10,5,8,10,3,2,4
123604,236,0.5153, West Midlands metropolitan area  ,5,10,10,5,5,10,1,1,2
123611,236,0.5153, West Midlands metropolitan area  ,5,5,5,5,5,6,3,3,2
123618,236,2.0613, West Midlands metropolitan area  ,7,6,7,8,7,10,3,3,3
123620,236,1.0307, West Midlands metropolitan area  ,9,9,10,5,10,8,2,4,4
123704,237,0.5153, West Midlands metropolitan area  ,5,4,6,3,6,3,3,4,3
123710,237,0.5153, West Midlands metropolitan area  ,7,9,9,5,8,9,2,4,4
123718,237,1.0307, West Midlands metropolitan area  ,NA,NA,NA,NA,NA,NA,NA,NA,NA
123720,237,0.5153, West Midlands metropolitan area  ,NA,NA,8,5,2,NA,NA,NA,NA
123801,238,2.0613, West Midlands metropolitan area  ,10,3,2,1,5,0,2,2,NA
123803,238,1.0307, West Midlands metropolitan area  ,7,10,9,5,8,3,4,4,2
123804,238,1.0307, West Midlands metropolitan area  ,9,10,10,7,7,10,2,2,3
123805,238,1.0307, West Midlands metropolitan area  ,7,8,8,3,7,8,2,2,4
123807,238,0.5153, West Midlands metropolitan area  ,5,9,9,9,8,8,2,2,2
123808,238,1.0307, West Midlands metropolitan area  ,10,10,10,10,10,10,2,2,2
123809,238,1.0307, West Midlands metropolitan area  ,7,8,8,6,9,8,4,3,3
123810,238,1.546, West Midlands metropolitan area  ,0,8,8,3,9,6,3,3,3
123811,238,1.0307, West Midlands metropolitan area  ,6,10,10,6,8,8,2,3,2
123815,238,1.546, West Midlands metropolitan area  ,5,6,6,4,7,7,3,3,2
123816,238,1.0307, West Midlands metropolitan area  ,5,9,9,4,5,6,NA,3,2
123901,239,1.546, West Midlands metropolitan area  ,8,7,10,3,7,6,4,4,4
123902,239,1.0307, West Midlands metropolitan area  ,5,10,7,6,5,5,2,2,2
123903,239,0.5153, West Midlands metropolitan area  ,10,10,10,10,9,10,5,3,3
123905,239,1.0307, West Midlands metropolitan area  ,7,8,8,7,8,8,3,4,3
123908,239,1.546, West Midlands metropolitan area  ,6,6,5,5,NA,4,3,3,2
123909,239,0.5153, West Midlands metropolitan area  ,NA,NA,10,NA,NA,NA,NA,NA,NA
123910,239,2.0613, West Midlands metropolitan area  ,7,0,9,8,9,8,4,4,4
123912,239,0.5153, West Midlands metropolitan area  ,7,7,5,5,6,6,2,2,3
123914,239,1.0307, West Midlands metropolitan area  ,5,2,8,8,7,10,1,2,2
123917,239,0.5153, West Midlands metropolitan area  ,NA,6,6,NA,NA,NA,NA,NA,NA
124002,240,1.0307, Shropshire and Staffordshire  ,4,8,6,6,4,5,2,2,2
124003,240,1.0307, Shropshire and Staffordshire  ,8,8,8,3,5,5,2,4,3
124005,240,1.0307, Shropshire and Staffordshire  ,3,7,5,5,6,8,2,2,2
124007,240,0.5153, Shropshire and Staffordshire  ,5,10,10,5,5,7,2,4,2
124008,240,1.546, Shropshire and Staffordshire  ,8,9,8,4,4,7,2,2,NA
124012,240,1.546, Shropshire and Staffordshire  ,2,10,9,9,9,9,2,4,3
124014,240,1.0307, Shropshire and Staffordshire  ,7,10,10,7,10,10,2,2,3
124016,240,1.0307, Shropshire and Staffordshire  ,5,10,9,5,6,8,2,2,2
124017,240,0.5153, Shropshire and Staffordshire  ,4,10,10,5,9,8,2,2,3
124019,240,1.0307, Shropshire and Staffordshire  ,9,9,9,2,8,7,3,2,2
124101,241,2.0613, Shropshire and Staffordshire  ,10,10,8,4,9,6,2,2,2
124102,241,2.5767, Shropshire and Staffordshire  ,8,8,9,8,8,8,4,2,2
124103,241,1.0307, Shropshire and Staffordshire  ,7,9,10,6,10,9,2,4,2
124107,241,1.546, Shropshire and Staffordshire  ,7,8,8,8,8,8,2,4,2
124108,241,2.5767, Shropshire and Staffordshire  ,5,9,8,8,10,10,2,3,2
124110,241,1.0307, Shropshire and Staffordshire  ,7,8,9,4,5,6,2,2,2
124112,241,1.0307, Shropshire and Staffordshire  ,8,10,8,5,8,7,2,4,3
124114,241,1.0307, Shropshire and Staffordshire  ,5,7,7,7,3,7,4,3,3
124115,241,1.0307, Shropshire and Staffordshire  ,8,9,9,5,5,8,2,4,2
124118,241,1.546, Shropshire and Staffordshire  ,6,8,9,6,9,3,1,2,3
124202,242,1.546, Shropshire and Staffordshire  ,6,7,9,3,8,8,NA,2,3
124204,242,0.5153, Shropshire and Staffordshire  ,7,8,8,6,6,5,2,2,2
124206,242,1.0307, Shropshire and Staffordshire  ,7,10,10,7,8,8,2,2,2
124207,242,1.0307, Shropshire and Staffordshire  ,7,8,8,6,8,7,3,2,3
124208,242,1.0307, Shropshire and Staffordshire  ,10,10,10,7,5,8,3,4,3
124209,242,2.0613, Shropshire and Staffordshire  ,5,10,8,4,7,9,3,2,2
124211,242,0.5153, Shropshire and Staffordshire  ,5,7,7,4,6,5,2,2,3
124212,242,1.0307, Shropshire and Staffordshire  ,3,8,8,4,7,7,3,4,3
124214,242,0.5153, Shropshire and Staffordshire  ,7,9,7,4,8,8,4,4,3
124216,242,1.0307, Shropshire and Staffordshire  ,7,8,10,6,8,9,2,4,2
124217,242,1.0307, Shropshire and Staffordshire  ,6,10,10,6,9,9,2,NA,2
124219,242,1.0307, Shropshire and Staffordshire  ,9,10,8,8,9,10,2,4,3
124301,243,1.0307, Shropshire and Staffordshire  ,10,10,10,8,10,10,3,3,4
124303,243,0.5153, Shropshire and Staffordshire  ,6,6,7,4,5,5,3,3,3
124304,243,0.5153, Shropshire and Staffordshire  ,8,10,10,6,6,5,3,4,2
124305,243,1.0307, Shropshire and Staffordshire  ,4,8,8,5,8,6,1,2,2
124308,243,1.0307, Shropshire and Staffordshire  ,8,10,10,8,6,10,5,1,3
124311,243,1.0307, Shropshire and Staffordshire  ,8,10,10,8,10,9,2,4,2
124314,243,1.546, Shropshire and Staffordshire  ,6,10,10,8,8,9,2,2,2
124316,243,0.5153, Shropshire and Staffordshire  ,6,10,8,8,10,10,3,4,2
124317,243,1.0307, Shropshire and Staffordshire  ,5,10,8,0,9,7,2,3,2
124402,244,0.5153, Shropshire and Staffordshire  ,4,10,10,2,10,8,3,4,NA
124406,244,1.0307, Shropshire and Staffordshire  ,8,5,7,4,9,8,2,4,3
124413,244,1.0307, Shropshire and Staffordshire  ,9,9,9,9,7,8,3,2,2
124418,244,1.0307, Shropshire and Staffordshire  ,8,10,7,7,7,7,2,2,2
124419,244,1.0307, Shropshire and Staffordshire  ,5,10,10,5,1,10,1,4,2
124420,244,1.0307, Shropshire and Staffordshire  ,8,9,8,8,9,9,3,3,4
125501,255,1.0307, Leicestershire and Lincolnshire  ,5,9,9,4,9,5,2,3,2
125503,255,0.5153, Leicestershire and Lincolnshire  ,7,10,10,7,2,8,2,2,2
125504,255,1.0307, Leicestershire and Lincolnshire  ,6,10,10,6,10,6,2,3,2
125505,255,0.5153, Leicestershire and Lincolnshire  ,5,8,10,8,3,9,5,2,2
125508,255,1.0307, Leicestershire and Lincolnshire  ,3,10,9,8,7,8,2,3,2
125510,255,1.0307, Leicestershire and Lincolnshire  ,9,10,10,10,10,10,2,2,4
125513,255,1.0307, Leicestershire and Lincolnshire  ,2,10,7,5,5,8,4,4,2
125514,255,0.5153, Leicestershire and Lincolnshire  ,1,9,7,3,2,5,4,3,4
125515,255,0.5153, Leicestershire and Lincolnshire  ,3,9,7,4,6,9,2,4,2
125517,255,0.5153, Leicestershire and Lincolnshire  ,3,6,6,6,6,7,3,3,3
125518,255,1.0307, Leicestershire and Lincolnshire  ,6,8,8,8,6,8,2,4,2
125519,255,0.5153, Leicestershire and Lincolnshire  ,7,9,9,7,6,6,2,4,2
125520,255,1.0307, Leicestershire and Lincolnshire  ,4,9,9,6,7,7,2,3,2
125601,256,1.546, Leicestershire and Lincolnshire  ,4,9,9,3,8,9,2,4,3
125602,256,1.546, Leicestershire and Lincolnshire  ,4,8,8,6,8,9,2,2,2
125603,256,1.546, Leicestershire and Lincolnshire  ,2,8,7,1,8,7,4,2,4
125605,256,1.0307, Leicestershire and Lincolnshire  ,2,8,7,4,8,7,4,3,2
125606,256,1.0307, Leicestershire and Lincolnshire  ,8,8,8,4,3,5,2,4,2
125607,256,1.546, Leicestershire and Lincolnshire  ,5,8,8,3,8,8,3,2,2
125608,256,0.5153, Leicestershire and Lincolnshire  ,8,10,10,7,8,9,2,2,2
125609,256,1.0307, Leicestershire and Lincolnshire  ,6,10,10,5,0,6,2,4,3
125610,256,0.5153, Leicestershire and Lincolnshire  ,6,7,9,6,6,5,2,2,2
125613,256,0.5153, Leicestershire and Lincolnshire  ,4,10,10,5,8,5,3,4,3
125614,256,0.5153, Leicestershire and Lincolnshire  ,6,NA,NA,10,10,10,2,NA,2
125615,256,0.5153, Leicestershire and Lincolnshire  ,4,7,8,7,7,8,2,2,2
125619,256,0.5153, Leicestershire and Lincolnshire  ,5,8,8,3,5,8,NA,NA,2
125620,256,1.0307, Leicestershire and Lincolnshire  ,3,9,7,0,4,4,3,4,4
125701,257,1.0307, Leicestershire and Lincolnshire  ,8,10,8,8,8,8,4,2,4
125702,257,2.0613, Leicestershire and Lincolnshire  ,4,8,8,3,6,5,2,2,4
125703,257,1.0307, Leicestershire and Lincolnshire  ,0,8,6,8,7,9,4,2,2
125704,257,1.0307, Leicestershire and Lincolnshire  ,7,10,8,4,8,8,2,4,4
125709,257,0.5153, Leicestershire and Lincolnshire  ,6,10,9,7,9,10,2,2,4
125711,257,1.0307, Leicestershire and Lincolnshire  ,4,10,10,9,9,9,3,2,3
125712,257,2.0613, Leicestershire and Lincolnshire  ,8,9,8,6,8,9,3,2,3
125713,257,1.0307, Leicestershire and Lincolnshire  ,5,10,10,2,7,7,2,2,2
125715,257,0.5153, Leicestershire and Lincolnshire  ,6,9,9,5,7,8,4,2,2
125716,257,1.0307, Leicestershire and Lincolnshire  ,9,10,10,7,7,7,2,2,2
125718,257,0.5153, Leicestershire and Lincolnshire  ,3,5,7,4,1,5,2,4,3
125719,257,0.5153, Leicestershire and Lincolnshire  ,5,10,6,4,5,8,2,2,2
